,each_tweet_id_z,each_tweet_date_z,each_tweet_text_z
317,1474354719267168281,2021-12-24 12:22:11+00:00,@PozaBiskuti The wish dot com version of this 😂 https://t.co/C0yatiuQtP
318,1474190613516009476,2021-12-24 01:30:06+00:00,"Was lazy yesterday but today I went skating then got this rally!

https://t.co/EU20PhBkt9

https://t.co/jQf5h3cRMr"
319,1473872045662515200,2021-12-23 04:24:13+00:00,"Out of position? That's a paddlin'

https://t.co/crtTsGsifB

https://t.co/vb2Nuo6B3t"
320,1473536633991569413,2021-12-22 06:11:25+00:00,"Enjoying a relaxing evening on the ultra-wide Chakra balance board!

https://t.co/aA84ics259"
321,1473381067197456390,2021-12-21 19:53:15+00:00,"The takraw ball is the hardest thing to kick (for me).

https://t.co/weoFJXWjvg

https://t.co/uMOJwUMran"
322,1473116396993269766,2021-12-21 02:21:32+00:00,Not sure I ever wanna schedule another oil change for 7 AM but hey I got this fun rally then some McDonald's breakf… https://t.co/AHhKtwn6z5
323,1472751898633674752,2021-12-20 02:13:09+00:00,I got to skate at the park and I shot a couple of good videos. This is 1 of 3 and it's a long footbag session! I ha… https://t.co/TJYxHZJtvq
324,1472424121984339969,2021-12-19 04:30:41+00:00,The skatepark was packed and the atmosphere was electric. I could feel the building shake every time the crowd went… https://t.co/OrzF8MQCvX
325,1472034995015458826,2021-12-18 02:44:26+00:00,"TGIF, I'm happy that I'm healthy today and I was able to kick a little and skate a little!

https://t.co/NxpWAuuVVo… https://t.co/NEluwx5vVW"
326,1471809600986963968,2021-12-17 11:48:48+00:00,"Happy Thursday, favorite t-shirt, footbag matches my shoes, and I got to go kicking then skating!… https://t.co/forGFOxRUf"
327,1471344180693712899,2021-12-16 04:59:23+00:00,I'm trying hard to improve my vertical jump on a skateboard because that will lead to a better hippie jump which wi… https://t.co/tNRQCcWZqq
328,1470964934297239553,2021-12-15 03:52:24+00:00,"Had a great time playing soccer Monday night! I ran a bunch then slept like a baby after!

https://t.co/JyRQgds5kd

https://t.co/CKB3naJhuN"
329,1470591605501566982,2021-12-14 03:08:55+00:00,"Little inside kick endurance drill to kill time at the post office. No excuses, you can get your heat rate up with… https://t.co/V3WESWsgq2"
330,1470258087890243589,2021-12-13 05:03:38+00:00,Sunday featuring a nap in the car after some great food from Portillo's then some skating and this rally!… https://t.co/P6ml1d4FhO
331,1469854216000843776,2021-12-12 02:18:48+00:00,"Lazy Saturday with a little skating, then a little kicking, then a little pizza!

https://t.co/YsGMPgXnS4… https://t.co/KKvpodI65S"
332,1468450209835503616,2021-12-08 05:19:47+00:00,"This is me kicking at the bar last Saturday (on the road).

https://t.co/u7pqUOzhmC

https://t.co/2yiOBYVZNR

https://t.co/i92jJIU0un"
333,1466275257543757825,2021-12-02 05:17:18+00:00,"@ladygaga Lady Gaga is ""Dama Gaga"" in Spanish...do you like it better or nah?"
334,1466274354531086342,2021-12-02 05:13:42+00:00,"The only video that exists of me rock climbing when that was my main hobby back in 2013!

https://t.co/ffgEBqBYUL… https://t.co/0bNaZNRVeB"
335,1464422291111124999,2021-11-27 02:34:16+00:00,"No work today just skating and kicking the takraw ball around!

https://t.co/X6dLFjiK6N

https://t.co/ERgQzRDTiy

https://t.co/pD79Z2jn9v"
336,1464043722899865607,2021-11-26 01:29:58+00:00,"Turkey day on the luxurious Chakra balance board.

https://t.co/uuuhTybJ6r

https://t.co/x25zMDa3ab

https://t.co/cVIRcXxIUP"
337,1462481979438415880,2021-11-21 18:04:10+00:00,"Sunday lunch, a statue of a sheep and some kicking.

https://t.co/cPjQ3ATsb8

https://t.co/gnorMKj4PB

 https://t.co/YbZtjludbT"
338,1460284997831692292,2021-11-15 16:34:08+00:00,"Kicked the table but the rally was still good.

https://t.co/yPm3wY9s5f

https://t.co/5GvPiGin9Z

https://t.co/Vs09DSKaxr"
339,1457170935044259843,2021-11-07 02:19:58+00:00,"Underground parking structure rally (gray sweats)!

https://t.co/TkRJUDJ283

https://t.co/sG1cxKqXiI

https://t.co/OlLvH7TbMm"
340,1455160554344046595,2021-11-01 13:11:26+00:00,"@h4x354x0r Thanks man, I'm trying to find a way to work them in more naturally and also blend them better but I lov… https://t.co/UTVW9DdQkD"
341,1455002305879814145,2021-11-01 02:42:37+00:00,@h4x354x0r Thank you! 😊😆
342,1454534912300699649,2021-10-30 19:45:21+00:00,"Chill Saturday skating and then knees, knees, knees!

https://t.co/nN9jcBQvuy

https://t.co/5hHXShsAef

https://t.co/mhqt3SHH3m"
343,1453135331021266944,2021-10-26 23:03:55+00:00,"progress video - pumping on a ramp

https://t.co/rnydvm6rL7

https://t.co/spjJZ8AVik

https://t.co/NbL9B2l6Ag"
344,1452456643652947974,2021-10-25 02:07:03+00:00,"Hippie Jump progress video 2021_1024.

https://t.co/5VEG82Ft9P

https://t.co/hNwDlRbmOk

https://t.co/oWsla2Xb66"
345,1452026340727721985,2021-10-23 21:37:11+00:00,"Lazy Saturday, got a little skating done then got a nice little rally to share!

https://t.co/TqyT3TIUap… https://t.co/ChNU5U3J3D"
346,1450656231056678912,2021-10-20 02:52:52+00:00,"Midnight Sun Project (v.Alpha)

https://t.co/Iay7iAHgEW

https://t.co/igcDg6NcMx

https://t.co/aDyxpupiBJ"
347,1450650369860718595,2021-10-20 02:29:34+00:00,"Morning footbag duel at Fall Pyro 2021!

https://t.co/OAThkN8Vfl

https://t.co/SlsMCimsrm

https://t.co/M7btgsUpCY"
348,1446931835414581252,2021-10-09 20:13:26+00:00,"Thicc crochet footbag session by the river on Duskull day. 

https://t.co/QDZFiBcnlK

https://t.co/lelkxlXh2s

https://t.co/Z5hiyf60BZ"
349,1444459375712669698,2021-10-03 00:28:46+00:00,"Getting better at kicking the Takraw ball around!

https://t.co/lfEhpifn55

https://t.co/bvz832CeVC

https://t.co/Czi8nDbZjS"
350,1444442387225456641,2021-10-02 23:21:16+00:00,"Fun rally tonight, dusk coming earlier and earlier and Halloween is coming and I might dress up as an ice cube mayb… https://t.co/MoIPqTVvdj"
351,1442272239269855232,2021-09-26 23:37:52+00:00,"Fun rally after a fun lazy Sunday! 

Had good food all weekend, played video games and did nothing except walk arou… https://t.co/zkV3ZwpbT1"
352,1441228675718938647,2021-09-24 02:31:07+00:00,"Fun rally tonight, super tired but grateful and happy!

https://t.co/wCSJEU8qXQ

https://t.co/9EzP19jw8M"
353,1440159960315269120,2021-09-21 03:44:26+00:00,"Little bit of a workout before bed!

https://t.co/DXXf8HeWmH

https://t.co/a7EhB5JStQ"
354,1439749970291273730,2021-09-20 00:35:16+00:00,Check out my progress juggling the Takraw ball. I'm still getting used to it and it's pretty fun!… https://t.co/tMqG7srcDI
355,1439393646630014980,2021-09-19 00:59:22+00:00,"Fun rally down by the river. Tomorrow is Oshawott day!

https://t.co/BjtBSoXmiL

https://t.co/vPQRoikfaz"
356,1439036220324077573,2021-09-18 01:19:05+00:00,"Yo check out my rally at the park!

https://t.co/9LfapxmdW8

https://t.co/G1otXvEDRV"
357,1438958645111410690,2021-09-17 20:10:50+00:00,"Check out this fun rally with a tiny soccer ball!

https://t.co/vV0yJuv6eX

https://t.co/1fDuVgPpux"
358,1437231497505869829,2021-09-13 01:47:46+00:00,"Fun rally from tonight, last few summer nights!

https://t.co/1FCJk8Zg8p

https://t.co/NZm122UJcI"
359,1435769809921269766,2021-09-09 00:59:32+00:00,"Takraw ball rally (first time)!

https://t.co/1MGi7yXUMf"
360,1433587865498304520,2021-09-03 00:29:16+00:00,"Watch for some footbag down at the pond!

https://t.co/6GQgrTj058"
361,1428933573420126212,2021-08-21 04:14:46+00:00,"This is a fun video of me skating after spending the day at the water park!

https://t.co/ngZ6auesc0"
362,1427102317330014209,2021-08-16 02:58:01+00:00,Did you get a shiny Eevee today? I got a bunch and then did a little kicking by the lookout point down at the river… https://t.co/Vk6plYkBjB
363,1423833177588649986,2021-08-07 02:27:37+00:00,"Monday rally posted on Friday. I love kicking down by the river!

https://t.co/peqDDbLunl"
364,1419078430650404866,2021-07-24 23:33:57+00:00,"Got a nice rally going before the rain came down tonight. Thundering and everything.

https://t.co/qNBzVnbrk9"
365,1418050046378102785,2021-07-22 03:27:31+00:00,"Good lazy summer afternoon kicking!

https://t.co/L79uRHHf4A"
366,1416218569659011072,2021-07-17 02:09:53+00:00,"This is a good video of me kicking a glowing soccer ball. Please take a look and like and subscribe!

https://t.co/uXyFcPYZUF"
367,1416218258160734208,2021-07-17 02:08:39+00:00,"Please like and subscribe to my YouTube channel, this rally was good and I hit a stall that I rarely get...

https://t.co/O64id0ax8K"
368,1412215843849637888,2021-07-06 01:04:29+00:00,"Help me reach 1000 subscribers on YouTube if you like the way I kick!

https://t.co/9euZjHqqAx"
369,1411538987655872513,2021-07-04 04:14:54+00:00,"First tweet!

This is me playing footbag on Tepig day!

https://t.co/uOJ46WD8QE"
